time,temperature
1554905940,17.67305996417999
1554908163,17.709387266635893
1554910207,17.4461665391922
1554912570,22.03593032360077
1554914658,22.164730498194693
1554916607,17.85701732635498
1554918737,17.66421971321106
1554920900,17.818304419517517
1554923003,17.497141289711
1554925090,17.442579996585845
1554927029,17.288395941257477
1554929210,17.321894264221193
1554931566,17.233494377136232
1554933818,17.44276245832443
1554936369,17.448484486341478
1554938512,17.612706971168517
1554940548,17.588140109181403
1554942830,17.864760637283325
1554945235,18.642031240463258
1554947217,18.821025955677033
1554949080,19.975143671035767
1554950882,20.113383001089097
1554952685,20.776681131124498
1554954487,21.856194150447845
1554956426,17.678688490390776
1554958632,17.633342611789704
1554960495,22.72566032409668
1554962357,22.67932344675064
1554964166,24.221093130111694
1554965963,24.16637213230133
1554967887,24.33072974681854
1554969906,24.269917410612106
1554971799,24.460295474529268
1554973622,24.714309904538094
1554975574,24.568323902785778
1554977440,24.217487855255605
1554979299,24.02367666363716
1554981170,23.67971874475479
1554983026,23.17655303478241
1554984971,22.07957429587841
1554986887,21.658145838975905
1554988861,20.982901867479086
1554990653,20.659603527188303
1554992516,20.120581328868866
1554994318,19.962335553765296
1554996184,19.84786475300789
1554998043,19.621147060394286
1554999850,21.755409157276155
1555001653,21.979532873630525
1555003631,18.888455726206303
1555005674,18.62802268564701
1555007605,18.550347933173178
1555009759,18.3418075889349
1555011803,18.329806828126312
1555013787,18.53064410686493
1555015829,18.40946186631918
1555017691,18.06381782591343
1555019735,18.263228276371954
1555021769,18.43252362087369
1555023552,18.37961228787899
1555025503,18.378293067216873
1555027315,18.909996694326402
1555029168,19.466904163360596
1555031112,20.24297240972519
1555033228,20.993039894104005
1555035184,21.545492339134217
1555037275,22.648069739341736
1555039202,24.61556315422058
1555041003,24.4185542345047
1555042929,19.47262435592711
1555044800,19.04052058979869
1555046711,25.924767518043517
1555048512,26.12380497455597
1555050315,26.173196959495545
1555052117,25.650312274694443
1555053919,25.900989609956742
1555055781,25.845955061912537
1555057584,25.818480864167213
1555059386,25.33851008117199
1555061188,23.280463755130768
1555062989,21.641915369033814
1555064791,22.810840845108032
1555066594,23.158216512203218
1555068456,22.901652705669402
1555070259,22.852151861786844
1555072061,22.681411558389662
1555073864,22.711898064613344
1555075665,22.539590889215468
1555077467,21.824162393808365
1555079270,21.460227835923433
1555081072,21.64137532711029
1555082935,21.492906785011293
1555084737,21.759824371337892
1555086487,25.40163333415985
1555088229,25.61894795894623
